NDIM,tree_dimension,power,axis,time_select,time_kdtree,theoretic_time_kdtree,ratio_real_theoretic
5,4194303,22,0,0.311478,0,0.0622955,0
5,4194303,22,1,0.311026,0,0.124501,0
5,4194303,22,2,0.312723,0,0.187045,0
5,4194303,22,3,0.310307,0,0.249107,0
5,4194303,22,4,0.31021,5.44825,0.311148,17.5101
5,8388607,23,0,0.621661,0,0.746629,0
5,8388607,23,1,0.619818,0,0.870593,0
5,8388607,23,2,0.623227,0,0.995238,0
5,8388607,23,3,0.620364,0,1.11931,0
5,8388607,23,4,0.624497,11.4967,1.24421,9.24019
5,16777215,24,0,1.25317,0,2.73905,0
5,16777215,24,1,1.25278,0,2.98961,0
5,16777215,24,2,1.25994,0,3.2416,0
5,16777215,24,3,1.25038,0,3.49167,0
5,16777215,24,4,1.24548,24.1577,3.74077,6.45794
5,33554431,25,0,2.51655,0,7.98485,0
5,33554431,25,1,2.52041,0,8.48893,0
5,33554431,25,2,2.52112,0,8.99316,0
5,33554431,25,3,2.5188,0,9.49692,0
5,33554431,25,4,2.51464,50.8894,9.99985,5.08902
5,67108863,26,0,5.06135,0,21.012,0
5,67108863,26,1,5.07037,0,22.026,0
5,67108863,26,2,5.05213,0,23.0365,0
5,67108863,26,3,5.03251,0,24.043,0
5,67108863,26,4,5.04059,106.604,25.0511,4.25546
5,134217727,27,0,10.1566,0,52.1335,0
5,134217727,27,1,10.1693,0,54.1673,0
5,134217727,27,2,10.185,0,56.2043,0
5,134217727,27,3,10.2394,0,58.2522,0
5,134217727,27,4,10.1358,223.471,60.2794,3.70725
5,268435455,28,0,20.3834,0,124.635,0
5,268435455,28,1,20.4055,0,128.717,0
5,268435455,28,2,20.4031,0,132.797,0
5,268435455,28,3,20.4384,0,136.885,0
5,268435455,28,4,20.3874,467.478,140.962,3.31633
5,536870911,29,0,41.0274,0,290.13,0
5,536870911,29,1,41.0836,0,298.347,0
5,536870911,29,2,41.2142,0,306.59,0
5,536870911,29,3,41.0186,0,314.793,0
5,536870911,29,4,40.9873,975.485,322.991,3.02016
5,1073741823,30,0,82.1936,0,662.42,0
5,1073741823,30,1,81.7926,0,678.779,0
5,1073741823,30,2,81.9152,0,695.162,0
5,1073741823,30,3,82.0603,0,711.574,0
5,1073741823,30,4,81.8918,2025.1,727.952,2.78191
5,2147483647,31,0,170.814,0,1490.07,0
5,2147483647,31,1,171.907,0,1524.45,0
5,2147483647,31,2,171.71,0,1558.79,0
